,statement,1,2,3,4,5,6,7,8,score
2171,648/9=72,6,4,8,/,9,=,7,2,8
2172,9-81=-72,9,-,8,1,=,-,7,2,7
2173,9*73=657,9,*,7,3,=,6,5,7,7
2174,657/9=73,6,5,7,/,9,=,7,3,7
2175,9-82=-73,9,-,8,2,=,-,7,3,7
2176,9*74=666,9,*,7,4,=,6,6,6,6
2177,666/9=74,6,6,6,/,9,=,7,4,6
2178,9-83=-74,9,-,8,3,=,-,7,4,7
2179,9*75=675,9,*,7,5,=,6,7,5,6
2180,675/9=75,6,7,5,/,9,=,7,5,6
2181,9-84=-75,9,-,8,4,=,-,7,5,7
2182,9*76=684,9,*,7,6,=,6,8,4,7
2183,684/9=76,6,8,4,/,9,=,7,6,7
2184,9-85=-76,9,-,8,5,=,-,7,6,7
2185,9*77=693,9,*,7,7,=,6,9,3,6
2186,693/9=77,6,9,3,/,9,=,7,7,6
2187,9-86=-77,9,-,8,6,=,-,7,7,6
2188,9*78=702,9,*,7,8,=,7,0,2,7
2189,702/9=78,7,0,2,/,9,=,7,8,7
2190,9-87=-78,9,-,8,7,=,-,7,8,5
2191,9*79=711,9,*,7,9,=,7,1,1,5
2192,711/9=79,7,1,1,/,9,=,7,9,5
2193,9-88=-79,9,-,8,8,=,-,7,9,5
2194,9*80=720,9,*,8,0,=,7,2,0,7
2195,720/9=80,7,2,0,/,9,=,8,0,7
2196,9-89=-80,9,-,8,9,=,-,8,0,5
2197,9*81=729,9,*,8,1,=,7,2,9,7
2198,729/9=81,7,2,9,/,9,=,8,1,7
2199,9-90=-81,9,-,9,0,=,-,8,1,6
2200,9*82=738,9,*,8,2,=,7,3,8,7
2201,738/9=82,7,3,8,/,9,=,8,2,7
2202,9-91=-82,9,-,9,1,=,-,8,2,6
2203,9*83=747,9,*,8,3,=,7,4,7,7
2204,747/9=83,7,4,7,/,9,=,8,3,7
2205,9-92=-83,9,-,9,2,=,-,8,3,6
2206,9*84=756,9,*,8,4,=,7,5,6,8
2207,756/9=84,7,5,6,/,9,=,8,4,8
2208,9-93=-84,9,-,9,3,=,-,8,4,6
2209,9*85=765,9,*,8,5,=,7,6,5,7
2210,765/9=85,7,6,5,/,9,=,8,5,7
2211,9-94=-85,9,-,9,4,=,-,8,5,6
2212,9*86=774,9,*,8,6,=,7,7,4,7
2213,774/9=86,7,7,4,/,9,=,8,6,7
2214,9-95=-86,9,-,9,5,=,-,8,6,6
2215,9*87=783,9,*,8,7,=,7,8,3,6
2216,783/9=87,7,8,3,/,9,=,8,7,6
2217,9-96=-87,9,-,9,6,=,-,8,7,6
2218,9*88=792,9,*,8,8,=,7,9,2,6
2219,792/9=88,7,9,2,/,9,=,8,8,6
2220,9-97=-88,9,-,9,7,=,-,8,8,5
2221,9*89=801,9,*,8,9,=,8,0,1,6
2222,801/9=89,8,0,1,/,9,=,8,9,6
2223,9-98=-89,9,-,9,8,=,-,8,9,4
2224,9*90=810,9,*,9,0,=,8,1,0,6
2225,810/9=90,8,1,0,/,9,=,9,0,6
2226,9-99=-90,9,-,9,9,=,-,9,0,4
2227,9*91=819,9,*,9,1,=,8,1,9,5
2228,819/9=91,8,1,9,/,9,=,9,1,5
2229,9+91=100,9,+,9,1,=,1,0,0,5
2230,100-9=91,1,0,0,-,9,=,9,1,5
2231,9*92=828,9,*,9,2,=,8,2,8,5
2232,828/9=92,8,2,8,/,9,=,9,2,5
2233,9+92=101,9,+,9,2,=,1,0,1,6
2234,101-9=92,1,0,1,-,9,=,9,2,6
2235,9*93=837,9,*,9,3,=,8,3,7,6
2236,837/9=93,8,3,7,/,9,=,9,3,6
2237,9+93=102,9,+,9,3,=,1,0,2,7
2238,102-9=93,1,0,2,-,9,=,9,3,7
2239,9*94=846,9,*,9,4,=,8,4,6,6
2240,846/9=94,8,4,6,/,9,=,9,4,6
2241,9+94=103,9,+,9,4,=,1,0,3,7
2242,103-9=94,1,0,3,-,9,=,9,4,7
2243,9*95=855,9,*,9,5,=,8,5,5,5
2244,855/9=95,8,5,5,/,9,=,9,5,5
2245,9+95=104,9,+,9,5,=,1,0,4,7
2246,104-9=95,1,0,4,-,9,=,9,5,7
2247,9*96=864,9,*,9,6,=,8,6,4,6
2248,864/9=96,8,6,4,/,9,=,9,6,6
2249,9+96=105,9,+,9,6,=,1,0,5,7
2250,105-9=96,1,0,5,-,9,=,9,6,7
2251,9*97=873,9,*,9,7,=,8,7,3,6
2252,873/9=97,8,7,3,/,9,=,9,7,6
2253,9+97=106,9,+,9,7,=,1,0,6,7
2254,106-9=97,1,0,6,-,9,=,9,7,7
2255,9*98=882,9,*,9,8,=,8,8,2,5
2256,882/9=98,8,8,2,/,9,=,9,8,5
2257,9+98=107,9,+,9,8,=,1,0,7,7
2258,107-9=98,1,0,7,-,9,=,9,8,7
2259,9*99=891,9,*,9,9,=,8,9,1,5
2260,891/9=99,8,9,1,/,9,=,9,9,5
2261,9+99=108,9,+,9,9,=,1,0,8,6
2262,108-9=99,1,0,8,-,9,=,9,9,6
2263,10-10=-0,1,0,-,1,0,=,-,0,4
2264,-9-1=-10,-,9,-,1,=,-,1,0,5
2265,10-11=-1,1,0,-,1,1,=,-,1,4
2266,-8-2=-10,-,8,-,2,=,-,1,0,6
2267,10-12=-2,1,0,-,1,2,=,-,2,5
2268,-7-3=-10,-,7,-,3,=,-,1,0,6
2269,10-13=-3,1,0,-,1,3,=,-,3,5
2270,-6-4=-10,-,6,-,4,=,-,1,0,6
2271,10-14=-4,1,0,-,1,4,=,-,4,5
2272,-5-5=-10,-,5,-,5,=,-,1,0,5
2273,10-15=-5,1,0,-,1,5,=,-,5,5
2274,-4-6=-10,-,4,-,6,=,-,1,0,6
2275,10-16=-6,1,0,-,1,6,=,-,6,5
2276,-3-7=-10,-,3,-,7,=,-,1,0,6
2277,10-17=-7,1,0,-,1,7,=,-,7,5
2278,-2-8=-10,-,2,-,8,=,-,1,0,6
2279,10-18=-8,1,0,-,1,8,=,-,8,5
2280,-1-9=-10,-,1,-,9,=,-,1,0,5
2281,10-19=-9,1,0,-,1,9,=,-,9,5
2282,10+10=20,1,0,+,1,0,=,2,0,5
2283,20-10=10,2,0,-,1,0,=,1,0,5
2284,10+11=21,1,0,+,1,1,=,2,1,5
2285,21-10=11,2,1,-,1,0,=,1,1,5
2286,10+12=22,1,0,+,1,2,=,2,2,5
2287,22-10=12,2,2,-,1,0,=,1,2,5
2288,10+13=23,1,0,+,1,3,=,2,3,6
2289,23-10=13,2,3,-,1,0,=,1,3,6
2290,10+14=24,1,0,+,1,4,=,2,4,6
2291,24-10=14,2,4,-,1,0,=,1,4,6
2292,10+15=25,1,0,+,1,5,=,2,5,6
2293,25-10=15,2,5,-,1,0,=,1,5,6
2294,10+16=26,1,0,+,1,6,=,2,6,6
2295,26-10=16,2,6,-,1,0,=,1,6,6
2296,10+17=27,1,0,+,1,7,=,2,7,6
2297,27-10=17,2,7,-,1,0,=,1,7,6
2298,10+18=28,1,0,+,1,8,=,2,8,6
2299,28-10=18,2,8,-,1,0,=,1,8,6
2300,10+19=29,1,0,+,1,9,=,2,9,6
2301,29-10=19,2,9,-,1,0,=,1,9,6
2302,10+20=30,1,0,+,2,0,=,3,0,6
2303,30-10=20,3,0,-,1,0,=,2,0,6
2304,10+21=31,1,0,+,2,1,=,3,1,6
2305,31-10=21,3,1,-,1,0,=,2,1,6
2306,10+22=32,1,0,+,2,2,=,3,2,6
2307,32-10=22,3,2,-,1,0,=,2,2,6
2308,10+23=33,1,0,+,2,3,=,3,3,6
2309,33-10=23,3,3,-,1,0,=,2,3,6
2310,10+24=34,1,0,+,2,4,=,3,4,7
2311,34-10=24,3,4,-,1,0,=,2,4,7
2312,10+25=35,1,0,+,2,5,=,3,5,7
2313,35-10=25,3,5,-,1,0,=,2,5,7
2314,10+26=36,1,0,+,2,6,=,3,6,7
2315,36-10=26,3,6,-,1,0,=,2,6,7
2316,10+27=37,1,0,+,2,7,=,3,7,7
2317,37-10=27,3,7,-,1,0,=,2,7,7
2318,10+28=38,1,0,+,2,8,=,3,8,7
2319,38-10=28,3,8,-,1,0,=,2,8,7
2320,10+29=39,1,0,+,2,9,=,3,9,7
2321,39-10=29,3,9,-,1,0,=,2,9,7
2322,10+30=40,1,0,+,3,0,=,4,0,6
2323,40-10=30,4,0,-,1,0,=,3,0,6
2324,10+31=41,1,0,+,3,1,=,4,1,6
2325,41-10=31,4,1,-,1,0,=,3,1,6
2326,10+32=42,1,0,+,3,2,=,4,2,7
2327,42-10=32,4,2,-,1,0,=,3,2,7
2328,10+33=43,1,0,+,3,3,=,4,3,6
2329,43-10=33,4,3,-,1,0,=,3,3,6
2330,10+34=44,1,0,+,3,4,=,4,4,6
2331,44-10=34,4,4,-,1,0,=,3,4,6
2332,10+35=45,1,0,+,3,5,=,4,5,7
2333,45-10=35,4,5,-,1,0,=,3,5,7
2334,10+36=46,1,0,+,3,6,=,4,6,7
2335,46-10=36,4,6,-,1,0,=,3,6,7
2336,10+37=47,1,0,+,3,7,=,4,7,7
2337,47-10=37,4,7,-,1,0,=,3,7,7
2338,10+38=48,1,0,+,3,8,=,4,8,7
2339,48-10=38,4,8,-,1,0,=,3,8,7
2340,10+39=49,1,0,+,3,9,=,4,9,7
2341,49-10=39,4,9,-,1,0,=,3,9,7
2342,10+40=50,1,0,+,4,0,=,5,0,6
2343,50-10=40,5,0,-,1,0,=,4,0,6
2344,10+41=51,1,0,+,4,1,=,5,1,6
2345,51-10=41,5,1,-,1,0,=,4,1,6
2346,10+42=52,1,0,+,4,2,=,5,2,7
2347,52-10=42,5,2,-,1,0,=,4,2,7
2348,10+43=53,1,0,+,4,3,=,5,3,7
2349,53-10=43,5,3,-,1,0,=,4,3,7
2350,10+44=54,1,0,+,4,4,=,5,4,6
2351,54-10=44,5,4,-,1,0,=,4,4,6
2352,10+45=55,1,0,+,4,5,=,5,5,6
2353,55-10=45,5,5,-,1,0,=,4,5,6
2354,10+46=56,1,0,+,4,6,=,5,6,7
2355,56-10=46,5,6,-,1,0,=,4,6,7
2356,10+47=57,1,0,+,4,7,=,5,7,7
2357,57-10=47,5,7,-,1,0,=,4,7,7
2358,10+48=58,1,0,+,4,8,=,5,8,7
2359,58-10=48,5,8,-,1,0,=,4,8,7
2360,10+49=59,1,0,+,4,9,=,5,9,7
2361,59-10=49,5,9,-,1,0,=,4,9,7
2362,10+50=60,1,0,+,5,0,=,6,0,6
2363,60-10=50,6,0,-,1,0,=,5,0,6
2364,10+51=61,1,0,+,5,1,=,6,1,6
2365,61-10=51,6,1,-,1,0,=,5,1,6
2366,10+52=62,1,0,+,5,2,=,6,2,7
2367,62-10=52,6,2,-,1,0,=,5,2,7
2368,10+53=63,1,0,+,5,3,=,6,3,7
2369,63-10=53,6,3,-,1,0,=,5,3,7
2370,10+54=64,1,0,+,5,4,=,6,4,7
2371,64-10=54,6,4,-,1,0,=,5,4,7
2372,10+55=65,1,0,+,5,5,=,6,5,6
2373,65-10=55,6,5,-,1,0,=,5,5,6
2374,10+56=66,1,0,+,5,6,=,6,6,6
2375,66-10=56,6,6,-,1,0,=,5,6,6
2376,10+57=67,1,0,+,5,7,=,6,7,7
2377,67-10=57,6,7,-,1,0,=,5,7,7
2378,10+58=68,1,0,+,5,8,=,6,8,7
2379,68-10=58,6,8,-,1,0,=,5,8,7
2380,10+59=69,1,0,+,5,9,=,6,9,7
2381,69-10=59,6,9,-,1,0,=,5,9,7
2382,10+60=70,1,0,+,6,0,=,7,0,6
2383,70-10=60,7,0,-,1,0,=,6,0,6
2384,10+61=71,1,0,+,6,1,=,7,1,6
2385,71-10=61,7,1,-,1,0,=,6,1,6
2386,10+62=72,1,0,+,6,2,=,7,2,7
2387,72-10=62,7,2,-,1,0,=,6,2,7
2388,10+63=73,1,0,+,6,3,=,7,3,7
2389,73-10=63,7,3,-,1,0,=,6,3,7
2390,10+64=74,1,0,+,6,4,=,7,4,7
2391,74-10=64,7,4,-,1,0,=,6,4,7
2392,10+65=75,1,0,+,6,5,=,7,5,7
2393,75-10=65,7,5,-,1,0,=,6,5,7
2394,10+66=76,1,0,+,6,6,=,7,6,6
2395,76-10=66,7,6,-,1,0,=,6,6,6
2396,10+67=77,1,0,+,6,7,=,7,7,6
2397,77-10=67,7,7,-,1,0,=,6,7,6
2398,10+68=78,1,0,+,6,8,=,7,8,7
2399,78-10=68,7,8,-,1,0,=,6,8,7
2400,10+69=79,1,0,+,6,9,=,7,9,7
2401,79-10=69,7,9,-,1,0,=,6,9,7
2402,10+70=80,1,0,+,7,0,=,8,0,6
2403,80-10=70,8,0,-,1,0,=,7,0,6
2404,10+71=81,1,0,+,7,1,=,8,1,6
2405,81-10=71,8,1,-,1,0,=,7,1,6
2406,10+72=82,1,0,+,7,2,=,8,2,7
2407,82-10=72,8,2,-,1,0,=,7,2,7
2408,10+73=83,1,0,+,7,3,=,8,3,7
2409,83-10=73,8,3,-,1,0,=,7,3,7
2410,10+74=84,1,0,+,7,4,=,8,4,7
2411,84-10=74,8,4,-,1,0,=,7,4,7
2412,10+75=85,1,0,+,7,5,=,8,5,7
2413,85-10=75,8,5,-,1,0,=,7,5,7
2414,10+76=86,1,0,+,7,6,=,8,6,7
2415,86-10=76,8,6,-,1,0,=,7,6,7
2416,10+77=87,1,0,+,7,7,=,8,7,6
2417,87-10=77,8,7,-,1,0,=,7,7,6
2418,10+78=88,1,0,+,7,8,=,8,8,6
2419,88-10=78,8,8,-,1,0,=,7,8,6
2420,10+79=89,1,0,+,7,9,=,8,9,7
2421,89-10=79,8,9,-,1,0,=,7,9,7
2422,10+80=90,1,0,+,8,0,=,9,0,6
2423,90-10=80,9,0,-,1,0,=,8,0,6
2424,10+81=91,1,0,+,8,1,=,9,1,6
2425,91-10=81,9,1,-,1,0,=,8,1,6
2426,10+82=92,1,0,+,8,2,=,9,2,7
2427,92-10=82,9,2,-,1,0,=,8,2,7
2428,10+83=93,1,0,+,8,3,=,9,3,7
2429,93-10=83,9,3,-,1,0,=,8,3,7
2430,10+84=94,1,0,+,8,4,=,9,4,7
2431,94-10=84,9,4,-,1,0,=,8,4,7
2432,10+85=95,1,0,+,8,5,=,9,5,7
2433,95-10=85,9,5,-,1,0,=,8,5,7
2434,10+86=96,1,0,+,8,6,=,9,6,7
2435,96-10=86,9,6,-,1,0,=,8,6,7
2436,10+87=97,1,0,+,8,7,=,9,7,7
2437,97-10=87,9,7,-,1,0,=,8,7,7
2438,10+88=98,1,0,+,8,8,=,9,8,6
2439,98-10=88,9,8,-,1,0,=,8,8,6
2440,10+89=99,1,0,+,8,9,=,9,9,6
2441,99-10=89,9,9,-,1,0,=,8,9,6
2442,11-11=-0,1,1,-,1,1,=,-,0,4
2443,11-12=-1,1,1,-,1,2,=,-,1,4
2444,-9-2=-11,-,9,-,2,=,-,1,1,5
2445,11-13=-2,1,1,-,1,3,=,-,2,5
2446,-8-3=-11,-,8,-,3,=,-,1,1,5
2447,11-14=-3,1,1,-,1,4,=,-,3,5
2448,-7-4=-11,-,7,-,4,=,-,1,1,5
2449,11-15=-4,1,1,-,1,5,=,-,4,5
2450,-6-5=-11,-,6,-,5,=,-,1,1,5
2451,11-16=-5,1,1,-,1,6,=,-,5,5
2452,-5-6=-11,-,5,-,6,=,-,1,1,5
2453,11-17=-6,1,1,-,1,7,=,-,6,5
2454,-4-7=-11,-,4,-,7,=,-,1,1,5
2455,11-18=-7,1,1,-,1,8,=,-,7,5
2456,-3-8=-11,-,3,-,8,=,-,1,1,5
2457,11-19=-8,1,1,-,1,9,=,-,8,5
2458,-2-9=-11,-,2,-,9,=,-,1,1,5
2459,11-20=-9,1,1,-,2,0,=,-,9,6
2460,11+10=21,1,1,+,1,0,=,2,1,5
2461,21-11=10,2,1,-,1,1,=,1,0,5
2462,11+11=22,1,1,+,1,1,=,2,2,4
2463,22-11=11,2,2,-,1,1,=,1,1,4
2464,11+12=23,1,1,+,1,2,=,2,3,5
2465,23-11=12,2,3,-,1,1,=,1,2,5
2466,11+13=24,1,1,+,1,3,=,2,4,6
2467,24-11=13,2,4,-,1,1,=,1,3,6
2468,11+14=25,1,1,+,1,4,=,2,5,6
2469,25-11=14,2,5,-,1,1,=,1,4,6
2470,11+15=26,1,1,+,1,5,=,2,6,6
2471,26-11=15,2,6,-,1,1,=,1,5,6
2472,11+16=27,1,1,+,1,6,=,2,7,6
2473,27-11=16,2,7,-,1,1,=,1,6,6
2474,11+17=28,1,1,+,1,7,=,2,8,6
2475,28-11=17,2,8,-,1,1,=,1,7,6
2476,11+18=29,1,1,+,1,8,=,2,9,6
2477,29-11=18,2,9,-,1,1,=,1,8,6
2478,11+19=30,1,1,+,1,9,=,3,0,6
2479,30-11=19,3,0,-,1,1,=,1,9,6
2480,11+20=31,1,1,+,2,0,=,3,1,6
2481,31-11=20,3,1,-,1,1,=,2,0,6
2482,11+21=32,1,1,+,2,1,=,3,2,5
2483,32-11=21,3,2,-,1,1,=,2,1,5
2484,11+22=33,1,1,+,2,2,=,3,3,5
2485,33-11=22,3,3,-,1,1,=,2,2,5
2486,11+23=34,1,1,+,2,3,=,3,4,6
2487,34-11=23,3,4,-,1,1,=,2,3,6
2488,11+24=35,1,1,+,2,4,=,3,5,7
2489,35-11=24,3,5,-,1,1,=,2,4,7
2490,11+25=36,1,1,+,2,5,=,3,6,7
2491,36-11=25,3,6,-,1,1,=,2,5,7
2492,11+26=37,1,1,+,2,6,=,3,7,7
2493,37-11=26,3,7,-,1,1,=,2,6,7
2494,11+27=38,1,1,+,2,7,=,3,8,7
2495,38-11=27,3,8,-,1,1,=,2,7,7
2496,11+28=39,1,1,+,2,8,=,3,9,7
2497,39-11=28,3,9,-,1,1,=,2,8,7
2498,11+29=40,1,1,+,2,9,=,4,0,7
2499,40-11=29,4,0,-,1,1,=,2,9,7
2500,11+30=41,1,1,+,3,0,=,4,1,6
2501,41-11=30,4,1,-,1,1,=,3,0,6
2502,11+31=42,1,1,+,3,1,=,4,2,6
2503,42-11=31,4,2,-,1,1,=,3,1,6
2504,11+32=43,1,1,+,3,2,=,4,3,6
2505,43-11=32,4,3,-,1,1,=,3,2,6
2506,11+33=44,1,1,+,3,3,=,4,4,5
2507,44-11=33,4,4,-,1,1,=,3,3,5
2508,11+34=45,1,1,+,3,4,=,4,5,6
2509,45-11=34,4,5,-,1,1,=,3,4,6
2510,11+35=46,1,1,+,3,5,=,4,6,7
2511,46-11=35,4,6,-,1,1,=,3,5,7
2512,11+36=47,1,1,+,3,6,=,4,7,7
2513,47-11=36,4,7,-,1,1,=,3,6,7
2514,11+37=48,1,1,+,3,7,=,4,8,7
2515,48-11=37,4,8,-,1,1,=,3,7,7
2516,11+38=49,1,1,+,3,8,=,4,9,7
2517,49-11=38,4,9,-,1,1,=,3,8,7
2518,11+39=50,1,1,+,3,9,=,5,0,7
2519,50-11=39,5,0,-,1,1,=,3,9,7
2520,11+40=51,1,1,+,4,0,=,5,1,6
2521,51-11=40,5,1,-,1,1,=,4,0,6
2522,11+41=52,1,1,+,4,1,=,5,2,6
2523,52-11=41,5,2,-,1,1,=,4,1,6
2524,11+42=53,1,1,+,4,2,=,5,3,7
2525,53-11=42,5,3,-,1,1,=,4,2,7
2526,11+43=54,1,1,+,4,3,=,5,4,6
2527,54-11=43,5,4,-,1,1,=,4,3,6
2528,11+44=55,1,1,+,4,4,=,5,5,5
2529,55-11=44,5,5,-,1,1,=,4,4,5
2530,11+45=56,1,1,+,4,5,=,5,6,6
2531,56-11=45,5,6,-,1,1,=,4,5,6
2532,11+46=57,1,1,+,4,6,=,5,7,7
2533,57-11=46,5,7,-,1,1,=,4,6,7
2534,11+47=58,1,1,+,4,7,=,5,8,7
2535,58-11=47,5,8,-,1,1,=,4,7,7
2536,11+48=59,1,1,+,4,8,=,5,9,7
2537,59-11=48,5,9,-,1,1,=,4,8,7
2538,11+49=60,1,1,+,4,9,=,6,0,7
2539,60-11=49,6,0,-,1,1,=,4,9,7
2540,11+50=61,1,1,+,5,0,=,6,1,6
2541,61-11=50,6,1,-,1,1,=,5,0,6
2542,11+51=62,1,1,+,5,1,=,6,2,6
2543,62-11=51,6,2,-,1,1,=,5,1,6
2544,11+52=63,1,1,+,5,2,=,6,3,7
2545,63-11=52,6,3,-,1,1,=,5,2,7
2546,11+53=64,1,1,+,5,3,=,6,4,7
2547,64-11=53,6,4,-,1,1,=,5,3,7
2548,11+54=65,1,1,+,5,4,=,6,5,6
2549,65-11=54,6,5,-,1,1,=,5,4,6
2550,11+55=66,1,1,+,5,5,=,6,6,5
2551,66-11=55,6,6,-,1,1,=,5,5,5
2552,11+56=67,1,1,+,5,6,=,6,7,6
2553,67-11=56,6,7,-,1,1,=,5,6,6
2554,11+57=68,1,1,+,5,7,=,6,8,7
2555,68-11=57,6,8,-,1,1,=,5,7,7
2556,11+58=69,1,1,+,5,8,=,6,9,7
2557,69-11=58,6,9,-,1,1,=,5,8,7
2558,11+59=70,1,1,+,5,9,=,7,0,7
2559,70-11=59,7,0,-,1,1,=,5,9,7
2560,11+60=71,1,1,+,6,0,=,7,1,6
2561,71-11=60,7,1,-,1,1,=,6,0,6
2562,11+61=72,1,1,+,6,1,=,7,2,6
2563,72-11=61,7,2,-,1,1,=,6,1,6
2564,11+62=73,1,1,+,6,2,=,7,3,7
2565,73-11=62,7,3,-,1,1,=,6,2,7
2566,11+63=74,1,1,+,6,3,=,7,4,7
2567,74-11=63,7,4,-,1,1,=,6,3,7
2568,11+64=75,1,1,+,6,4,=,7,5,7
2569,75-11=64,7,5,-,1,1,=,6,4,7
2570,11+65=76,1,1,+,6,5,=,7,6,6
2571,76-11=65,7,6,-,1,1,=,6,5,6
2572,11+66=77,1,1,+,6,6,=,7,7,5
2573,77-11=66,7,7,-,1,1,=,6,6,5
2574,11+67=78,1,1,+,6,7,=,7,8,6
2575,78-11=67,7,8,-,1,1,=,6,7,6
2576,11+68=79,1,1,+,6,8,=,7,9,7
2577,79-11=68,7,9,-,1,1,=,6,8,7
2578,11+69=80,1,1,+,6,9,=,8,0,7
2579,80-11=69,8,0,-,1,1,=,6,9,7
2580,11+70=81,1,1,+,7,0,=,8,1,6
2581,81-11=70,8,1,-,1,1,=,7,0,6
2582,11+71=82,1,1,+,7,1,=,8,2,6
2583,82-11=71,8,2,-,1,1,=,7,1,6
2584,11+72=83,1,1,+,7,2,=,8,3,7
2585,83-11=72,8,3,-,1,1,=,7,2,7
2586,11+73=84,1,1,+,7,3,=,8,4,7
2587,84-11=73,8,4,-,1,1,=,7,3,7
2588,11+74=85,1,1,+,7,4,=,8,5,7
2589,85-11=74,8,5,-,1,1,=,7,4,7
2590,11+75=86,1,1,+,7,5,=,8,6,7
2591,86-11=75,8,6,-,1,1,=,7,5,7
2592,11+76=87,1,1,+,7,6,=,8,7,6
2593,87-11=76,8,7,-,1,1,=,7,6,6
2594,11+77=88,1,1,+,7,7,=,8,8,5
2595,88-11=77,8,8,-,1,1,=,7,7,5
2596,11+78=89,1,1,+,7,8,=,8,9,6
2597,89-11=78,8,9,-,1,1,=,7,8,6
2598,11+79=90,1,1,+,7,9,=,9,0,6
2599,90-11=79,9,0,-,1,1,=,7,9,6
2600,11+80=91,1,1,+,8,0,=,9,1,6
2601,91-11=80,9,1,-,1,1,=,8,0,6
2602,11+81=92,1,1,+,8,1,=,9,2,6
2603,92-11=81,9,2,-,1,1,=,8,1,6
2604,11+82=93,1,1,+,8,2,=,9,3,7
2605,93-11=82,9,3,-,1,1,=,8,2,7
2606,11+83=94,1,1,+,8,3,=,9,4,7
2607,94-11=83,9,4,-,1,1,=,8,3,7
2608,11+84=95,1,1,+,8,4,=,9,5,7
2609,95-11=84,9,5,-,1,1,=,8,4,7
2610,11+85=96,1,1,+,8,5,=,9,6,7
2611,96-11=85,9,6,-,1,1,=,8,5,7
2612,11+86=97,1,1,+,8,6,=,9,7,7
2613,97-11=86,9,7,-,1,1,=,8,6,7
2614,11+87=98,1,1,+,8,7,=,9,8,6
2615,98-11=87,9,8,-,1,1,=,8,7,6
2616,11+88=99,1,1,+,8,8,=,9,9,5
2617,99-11=88,9,9,-,1,1,=,8,8,5
2618,12-12=-0,1,2,-,1,2,=,-,0,5
2619,12-13=-1,1,2,-,1,3,=,-,1,5
2620,12-14=-2,1,2,-,1,4,=,-,2,5
2621,-9-3=-12,-,9,-,3,=,-,1,2,6
2622,12-15=-3,1,2,-,1,5,=,-,3,6
2623,-8-4=-12,-,8,-,4,=,-,1,2,6
2624,12-16=-4,1,2,-,1,6,=,-,4,6
2625,-7-5=-12,-,7,-,5,=,-,1,2,6
2626,12-17=-5,1,2,-,1,7,=,-,5,6
2627,-6-6=-12,-,6,-,6,=,-,1,2,5
2628,12-18=-6,1,2,-,1,8,=,-,6,6
2629,-5-7=-12,-,5,-,7,=,-,1,2,6
2630,12-19=-7,1,2,-,1,9,=,-,7,6
2631,-4-8=-12,-,4,-,8,=,-,1,2,6
2632,12-20=-8,1,2,-,2,0,=,-,8,6
2633,12*9=108,1,2,*,9,=,1,0,8,7
2634,108/12=9,1,0,8,/,1,2,=,9,7
2635,-3-9=-12,-,3,-,9,=,-,1,2,6
2636,12-21=-9,1,2,-,2,1,=,-,9,5
2637,12+10=22,1,2,+,1,0,=,2,2,5
2638,22-12=10,2,2,-,1,2,=,1,0,5
2639,12+11=23,1,2,+,1,1,=,2,3,5
2640,23-12=11,2,3,-,1,2,=,1,1,5
2641,12+12=24,1,2,+,1,2,=,2,4,5
2642,24-12=12,2,4,-,1,2,=,1,2,5
2643,12+13=25,1,2,+,1,3,=,2,5,6
2644,25-12=13,2,5,-,1,2,=,1,3,6
2645,12+14=26,1,2,+,1,4,=,2,6,6
2646,26-12=14,2,6,-,1,2,=,1,4,6
2647,12+15=27,1,2,+,1,5,=,2,7,6
2648,27-12=15,2,7,-,1,2,=,1,5,6
2649,12+16=28,1,2,+,1,6,=,2,8,6
2650,28-12=16,2,8,-,1,2,=,1,6,6
2651,12+17=29,1,2,+,1,7,=,2,9,6
2652,29-12=17,2,9,-,1,2,=,1,7,6
2653,12+18=30,1,2,+,1,8,=,3,0,7
2654,30-12=18,3,0,-,1,2,=,1,8,7
2655,12+19=31,1,2,+,1,9,=,3,1,6
2656,31-12=19,3,1,-,1,2,=,1,9,6
2657,12+20=32,1,2,+,2,0,=,3,2,6
2658,32-12=20,3,2,-,1,2,=,2,0,6
2659,12+21=33,1,2,+,2,1,=,3,3,5
2660,33-12=21,3,3,-,1,2,=,2,1,5
2661,12+22=34,1,2,+,2,2,=,3,4,6
2662,34-12=22,3,4,-,1,2,=,2,2,6
2663,12+23=35,1,2,+,2,3,=,3,5,6
2664,35-12=23,3,5,-,1,2,=,2,3,6
2665,12+24=36,1,2,+,2,4,=,3,6,7
2666,36-12=24,3,6,-,1,2,=,2,4,7
2667,12+25=37,1,2,+,2,5,=,3,7,7
2668,37-12=25,3,7,-,1,2,=,2,5,7
2669,12+26=38,1,2,+,2,6,=,3,8,7
2670,38-12=26,3,8,-,1,2,=,2,6,7
2671,12+27=39,1,2,+,2,7,=,3,9,7
2672,39-12=27,3,9,-,1,2,=,2,7,7
2673,12+28=40,1,2,+,2,8,=,4,0,7
2674,40-12=28,4,0,-,1,2,=,2,8,7
2675,12+29=41,1,2,+,2,9,=,4,1,6
2676,41-12=29,4,1,-,1,2,=,2,9,6
2677,12+30=42,1,2,+,3,0,=,4,2,7
2678,42-12=30,4,2,-,1,2,=,3,0,7
2679,12+31=43,1,2,+,3,1,=,4,3,6
2680,43-12=31,4,3,-,1,2,=,3,1,6
2681,12+32=44,1,2,+,3,2,=,4,4,6
2682,44-12=32,4,4,-,1,2,=,3,2,6
2683,12+33=45,1,2,+,3,3,=,4,5,7
2684,45-12=33,4,5,-,1,2,=,3,3,7
